Time,Iter,Assembly_ID,Obj_name,Density,Mass,Max_stress,Yield_stress,Parent_id
0.8,8,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
0.8,8,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
0.8,8,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
0.8,8,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
0.8,8,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
0.8,8,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
0.8,8,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
0.8,8,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
0.9,9,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
0.9,9,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
0.9,9,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
0.9,9,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
0.9,9,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
0.9,9,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
0.9,9,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
0.9,9,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
0.9,9,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.0,10,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.0,10,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.0,10,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.0,10,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.0,10,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.0,10,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.0,10,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.0,10,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.0,10,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.1,11,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.1,11,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.1,11,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.1,11,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.1,11,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.1,11,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.1,11,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.1,11,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.1,11,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.2,12,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.2,12,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.2,12,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.2,12,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.2,12,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.2,12,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.2,12,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.2,12,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.2,12,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.3,13,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.3,13,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.3,13,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.3,13,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.3,13,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.3,13,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.3,13,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.3,13,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.3,13,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.4,14,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.4,14,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.4,14,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.4,14,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.4,14,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.4,14,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.4,14,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.4,14,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.4,14,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.5,15,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.5,15,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.5,15,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.5,15,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.5,15,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.5,15,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.5,15,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.5,15,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.5,15,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.6,16,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.6,16,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.6,16,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.6,16,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.6,16,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.6,16,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.6,16,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.6,16,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.6,16,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.7,17,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.7,17,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.7,17,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.7,17,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.7,17,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.7,17,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.7,17,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.7,17,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.7,17,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.8,18,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.8,18,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.8,18,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.8,18,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.8,18,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.8,18,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.8,18,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.8,18,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.8,18,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
1.9,19,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
1.9,19,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
1.9,19,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
1.9,19,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
1.9,19,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
1.9,19,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
1.9,19,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
1.9,19,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
1.9,19,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.0,20,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.0,20,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.0,20,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.0,20,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.0,20,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.0,20,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.0,20,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.0,20,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.0,20,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.1,21,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.1,21,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.1,21,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.1,21,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.1,21,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.1,21,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.1,21,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.1,21,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.1,21,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.2,22,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.2,22,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.2,22,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.2,22,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.2,22,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.2,22,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.2,22,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.2,22,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.2,22,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.3,23,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.3,23,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.3,23,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.3,23,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.3,23,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.3,23,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.3,23,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.3,23,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.3,23,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.4,24,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.4,24,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.4,24,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.4,24,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.4,24,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.4,24,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.4,24,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.4,24,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.4,24,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.5,25,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.5,25,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.5,25,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.5,25,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.5,25,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.5,25,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.5,25,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.5,25,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.5,25,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.6,26,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.6,26,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
2.6,26,1,ControlTests/Geometry/hinge_r.stl,150.0,2474.595927,0,0,1
2.6,26,1,ControlTests/Geometry/hinge_t.stl,150.0,1680.506826,0,0,1
2.6,26,1,ControlTests/Geometry/hinge_b.stl,150.0,2797.734029,0,0,1
2.6,26,1,ControlTests/Geometry/flap_l.stl,150.0,49423.373797,0,0,1
2.6,26,1,ControlTests/Geometry/flap_r.stl,150.0,41099.767471,0,0,1
2.6,26,1,ControlTests/Geometry/flap_t.stl,150.0,50387.863171,0,0,1
2.6,26,1,ControlTests/Geometry/flap_b.stl,150.0,40294.45009,0,0,1
2.7,27,1,ControlTests/Geometry/cube.stl,150.0,368488.849328,0,0,1
2.7,27,1,ControlTests/Geometry/hinge_l.stl,150.0,1025.197601,0,0,1
